user_id,product_id,viewed_at,session_id,source,device,country
108,929,2025-06-23 23:18:59.683740,efb225dc-77bd-4f48-b8b3-7b620cf7fe5d,recommendation,tablet,Tunisia
131,175,2025-11-29 15:27:23.879139,0de37ad9-2d95-49f7-9440-c785b8e323d0,search,tablet,Morocco
554,541,2025-05-01 15:34:35.472279,d784887d-9e07-4bbf-af13-3e64faca26fa,home,mobile,Canada
725,728,2025-10-11 16:58:13.269948,eea12512-8f87-4706-bf19-1de21bc25285,home,tablet,Germany
272,266,2025-05-01 11:41:40.623561,13ba0e42-18c6-44cc-9584-e6ceebb35467,product_page,mobile,Turkey
643,913,2025-10-02 09:52:16.528938,e30f8660-46a1-4ff8-8814-5057ee500eef,home,tablet,Italy
362,792,2025-10-02 20:33:59.088566,c5d1b241-d2d2-4b73-86c2-79cfd2d76204,search,tablet,Turkey
51,122,2026-02-22 18:27:37.445234,14ec7f3b-3d60-44f0-9b6b-ff5cd393dcd5,recommendation,tablet,United Kingdom
31,128,2025-11-21 15:58:30.732750,cde64272-2f69-4564-8649-91e02fc81d19,search,mobile,Algeria
124,978,2025-09-11 10:29:12.189157,ebd82379-f2e7-48b6-b005-4d241bff9a8d,home,mobile,Morocco
333,418,2025-07-10 07:04:38.636108,9cde863c-402a-4a3a-8958-bdc9cac12287,home,tablet,Egypt
982,351,2025-06-10 10:07:40.903274,76144e8b-c8ba-4f63-974f-e94e4a32733c,home,tablet,Tunisia
827,818,2025-09-08 06:34:41.201224,f3622d3a-ccbf-4a2d-ab8d-df4cbdd49ada,recommendation,desktop,Tunisia
412,514,2026-02-25 05:31:10.424356,3ec8b5ea-36e8-4597-ad84-3c745155819e,search,mobile,United Kingdom
209,214,2026-01-10 06:47:57.514960,2fbecf66-9537-4cff-b968-583f5d9c9695,product_page,mobile,Turkey
760,618,2026-03-09 11:10:49.569469,d15abb60-e4c2-452a-afe1-23adb6c1f6ab,recommendation,desktop,Algeria
830,476,2025-05-06 08:09:27.269363,db23036a-34af-47ab-aae0-b41efcedf199,product_page,tablet,Tunisia
837,812,2025-10-02 02:28:34.998312,f270bcb5-32ae-4d0d-937d-ca091e57dc14,product_page,desktop,Egypt
62,138,2026-01-25 18:20:39.149282,1097364c-d631-486e-bba2-9c2fc0794687,recommendation,desktop,Tunisia
587,639,2026-01-01 03:14:47.555383,c8b345cf-8cec-4aed-a72d-d9bf5142d372,product_page,desktop,Morocco
891,794,2025-09-15 11:46:14.910301,4fcf819e-b731-4dae-8e99-112bbf945bd3,product_page,mobile,France
372,707,2025-09-02 03:10:47.077163,4d972a06-d850-4ac1-9327-4fd3018404cb,search,tablet,Egypt
670,79,2025-06-26 03:56:34.117064,fcbffd6c-dfd2-47eb-86cd-63207874fe0a,search,mobile,France
375,357,2025-09-10 15:49:51.166824,dd64d58b-a14f-4674-855d-261f635c0440,product_page,mobile,United States
755,977,2026-01-04 03:48:09.305738,a44f0ca3-c96a-45b8-9690-f8c31c0916a8,search,tablet,United Kingdom
41,871,2025-07-26 01:43:02.534592,020edc74-a1d3-4f71-b191-a4abd37a7393,product_page,tablet,United States
539,812,2025-07-11 13:12:14.517079,20b0b857-4774-47ef-9d0e-7a7090c54dc1,recommendation,mobile,France
672,581,2026-04-17 03:13:48.609031,92c665ea-de48-4a36-b962-714bceeb90eb,home,mobile,Tunisia
736,686,2026-01-17 20:42:27.117256,e8f11a93-b8b8-467d-b099-6f63a9a30410,search,tablet,Tunisia
453,646,2025-10-04 03:52:54.682692,03b7b0bc-6c24-43f7-a5ad-ee942ccae420,product_page,desktop,Algeria
952,278,2025-12-26 00:08:35.765721,293fbfce-1ddc-40ee-a6f2-d1f438f59167,product_page,desktop,United States
317,809,2025-11-18 20:34:57.157892,51a72426-e681-4137-a011-a87209c70bd2,product_page,desktop,Egypt
756,70,2025-12-22 21:47:11.296737,3cfe1efa-fe52-4cc7-9367-981ae27b031c,product_page,desktop,Spain
837,113,2026-03-23 19:35:34.141746,58711226-1c33-4008-b053-2310b8164630,recommendation,tablet,Morocco
806,520,2025-09-14 20:56:25.447037,bd2a7612-03d8-4880-b1d0-d886f159075c,search,desktop,Germany
467,609,2026-02-10 02:14:15.586979,3dcc08ae-ee61-41c1-873b-8dad8c5186dc,recommendation,tablet,Morocco
716,210,2026-01-22 15:27:24.793334,52720deb-2621-43bc-b39e-d45d73b8d5fd,product_page,mobile,Egypt
199,740,2026-03-05 03:49:30.734339,1c9f7a15-e9c1-4c31-a1b0-b76fec8fb77f,recommendation,mobile,Algeria
685,75,2025-12-31 15:05:23.974529,703c1fa3-f49f-400f-8e07-1c03484d70be,product_page,tablet,Morocco
906,99,2025-11-13 04:03:08.145852,ce3f6f29-dd3c-4897-93fd-c557d3d464aa,recommendation,tablet,Spain
9,364,2025-09-17 03:07:48.756081,5eebb7eb-5fca-48f8-9f34-f2be22daa10f,home,tablet,Germany
418,884,2025-10-03 05:53:21.381517,ef2beab1-19ea-48ac-b720-ebdf1b17133b,home,mobile,Germany
170,360,2026-01-24 01:34:24.210746,fe96256d-d329-45fa-aa4b-da0a095f3d14,recommendation,mobile,France
272,201,2026-01-06 08:32:38.751061,ab6de817-ac28-4d5b-8833-91a1656fc0a3,search,desktop,Morocco
893,735,2025-05-09 05:09:59.293110,ef929514-1f3f-4ac3-84e2-f068247c4542,recommendation,mobile,Turkey
761,240,2025-05-18 21:10:23.625468,a5e89bcd-989f-41e4-90b1-aa6d78b14221,product_page,desktop,Turkey
765,633,2025-06-12 10:16:39.551913,01aea3d8-c8de-4c6c-a13a-3b1e10f25e6f,product_page,desktop,Morocco
208,699,2026-01-05 08:01:16.304306,a511b520-dc14-41e0-8a20-83b78bcdf211,home,desktop,Egypt
810,473,2025-10-17 19:30:00.032869,52b7f6b4-6d67-49ab-a3ab-569e21958bb9,recommendation,desktop,Morocco
11,847,2025-07-31 13:52:03.720215,6eadc2bb-2c20-4e62-81ed-ff6de96506da,product_page,desktop,Tunisia
956,248,2025-05-20 12:12:11.590787,85cca79d-0dec-4422-b6d6-b344ed5401a7,product_page,mobile,Germany
535,646,2025-12-31 05:28:09.439877,3660dc29-75ce-4649-8e5b-b6ac2dbd91e1,product_page,tablet,Turkey
714,469,2025-07-29 03:43:11.658717,e8f8b0af-db2e-44e7-bc2b-d6a45590174d,home,tablet,Algeria
197,48,2026-01-14 15:46:02.799969,95f9aff2-1e24-4a15-aa76-8b124ee80777,recommendation,tablet,Spain
76,819,2025-09-28 20:50:06.202579,03f3683b-02a3-419f-a9e2-cbf2c91d3925,product_page,mobile,Tunisia
434,638,2025-07-10 18:25:04.162392,57b45463-3e0d-4982-ad38-51358a493939,product_page,mobile,France
538,92,2025-06-28 07:46:54.697433,2c25065e-5c7b-47f2-8b59-16779c705868,recommendation,desktop,Morocco
406,962,2025-08-01 09:28:02.680479,3ac0a982-541f-4617-96d3-02fb42e5a344,product_page,desktop,United Kingdom
490,154,2025-06-13 18:59:30.375487,f8940097-0b80-4c09-b581-6dd0ed5e393a,home,mobile,Tunisia
681,910,2025-11-09 11:33:11.809203,0445a37a-df91-4396-82db-c1b271d53329,product_page,tablet,Egypt
289,499,2026-01-20 20:29:56.427426,761c1f86-b4f1-405c-80cc-f9f9d81d5f7a,search,tablet,France
266,915,2026-01-23 12:25:14.907389,d9153934-8717-45f0-a7be-4f96ad57ba72,product_page,mobile,United Kingdom
276,64,2025-08-20 16:33:19.793079,06d1ace5-ecf4-40ea-9459-e7c0340fbed5,search,tablet,Tunisia
172,729,2025-10-22 11:12:23.847842,36a804bb-981b-45df-a657-0116300060ad,recommendation,tablet,Spain
45,362,2025-10-20 12:14:47.596797,507ee192-762e-4ecd-a0ef-abc357fd052e,recommendation,tablet,United Kingdom
195,293,2026-04-10 20:06:50.212530,0f9cec67-8388-42d7-b744-22ef3692f75f,product_page,mobile,Italy
272,205,2025-12-26 12:04:15.635038,2d927dfe-e7e4-4d23-b762-ae1cf03e476d,home,desktop,Egypt
929,613,2025-12-26 02:10:28.733831,6070683f-79f3-464d-b1ea-625382a5d20f,recommendation,mobile,Tunisia
936,33,2025-11-26 03:31:12.556539,cbd2b703-ba42-4911-ac45-170ec7fd3eca,home,tablet,Italy
945,29,2025-08-20 17:36:19.564133,aee8f81d-6e0a-480d-8d8d-ed6df194205e,search,mobile,Canada
819,702,2025-11-23 07:55:02.604300,8644d858-c45b-4a1e-8134-d4f1f29b40a6,home,mobile,United States
407,713,2025-11-18 03:11:02.536723,690630fc-c8e0-44aa-ae9e-998069274517,recommendation,desktop,Tunisia
239,820,2025-11-04 23:20:05.898289,2be985ef-3deb-4aa4-be13-bcaf693a9b4c,search,desktop,Morocco
931,454,2025-11-20 21:23:58.234701,2d6f1af0-a3fe-4345-bf72-79bc603fa5bc,home,desktop,Egypt
3,473,2026-02-05 23:03:53.465039,645363bb-eb65-453c-87f6-174a7691ed52,search,tablet,Spain
905,538,2026-03-10 06:18:15.985669,cc8589e4-5394-492e-80f3-cdfb583066b4,product_page,desktop,Turkey
209,535,2025-12-26 04:35:41.867239,75c09faa-ba6b-4f2a-bf04-ac3ed2f2afa6,home,tablet,Tunisia
705,286,2025-10-02 16:59:35.776419,1769706c-fb4a-4771-aca6-b4ae0cb5cbdc,home,desktop,Germany
288,838,2026-02-19 14:05:11.195011,8dcb38bc-4d21-4914-882c-03f15664a496,recommendation,desktop,Tunisia
563,535,2025-07-05 17:37:19.137510,aabf243a-cdd6-4075-afcc-581045e80dc8,home,mobile,Egypt
939,288,2025-06-26 01:33:38.932935,2173c63e-dc14-4910-bd7e-f8f98b151308,search,tablet,Algeria
984,972,2026-01-13 13:55:27.371287,f85b524e-6c81-4ebc-b927-08860402c34f,home,tablet,Tunisia
20,901,2026-03-29 10:55:50.510044,a1d328dc-238e-4103-aaf0-aacc015fa3e2,home,mobile,France
446,393,2025-07-12 03:41:26.618893,70dc4db7-8c7d-440d-a401-a8249273f278,home,tablet,Germany
471,711,2025-12-14 12:51:09.669034,28367278-2b5a-460f-8efd-6ab3ebca5fd3,product_page,mobile,Tunisia
429,210,2025-06-20 10:03:25.640824,c5ecae6b-8cba-485d-afe6-7dd9242e5423,recommendation,mobile,Tunisia
20,298,2025-12-22 05:32:01.639486,49e1b72f-8330-474d-8870-0b67333195a0,recommendation,desktop,United Kingdom
630,996,2025-07-10 22:11:56.367215,51375830-69eb-4039-a71e-0c999b656b31,search,desktop,Tunisia
701,884,2025-10-10 13:48:34.135219,f3f34064-0bc5-4757-bc52-81376063da2d,product_page,mobile,United States
246,445,2025-12-04 07:45:18.639633,ad31ad39-604e-45a8-962b-3cce05c4bd94,search,mobile,Italy
269,932,2025-11-24 18:05:59.780934,90621a64-584c-4d09-ab70-998af04d1af5,search,desktop,Tunisia
816,456,2025-09-07 10:05:22.453950,0dc95974-2fe2-453f-94a8-ff1e338e0618,product_page,mobile,Canada
753,221,2026-01-03 14:28:09.014162,4ecb6c4c-334f-429f-a239-bd70b30bbba5,search,tablet,Canada
355,408,2026-02-19 05:14:51.666420,f8d9b96a-dfbc-48a9-ba75-9c13855a9140,product_page,mobile,Algeria
856,446,2025-06-03 10:23:41.232852,fcb3f902-52d9-45af-8e61-7355562a800b,home,desktop,France
939,25,2026-03-17 04:55:59.328002,3f40049b-c24a-4602-bfff-e04fb0576915,recommendation,mobile,Italy
755,844,2026-01-27 20:05:51.907693,d8e30401-6c97-4ade-95b8-23141ffd0e4c,recommendation,desktop,Egypt
535,867,2025-05-04 11:09:20.728132,d5e6955c-5ce8-4fa1-a85d-ab8b4911504a,search,tablet,Canada
624,827,2025-06-07 16:37:00.460290,2fe4838a-ca55-4b11-9421-af8491f4150d,home,mobile,Tunisia
867,384,2025-07-06 00:18:11.917729,0faadc54-3618-466b-b813-24ef221cb3db,home,tablet,France
129,606,2025-10-20 21:45:55.332935,e17d9b7d-df71-4601-a97d-6b625c3f8f5e,recommendation,tablet,Germany
653,889,2025-08-29 16:55:31.461211,6c31274f-b2de-4d87-b1a5-aa314ea06b8e,search,desktop,Canada
85,939,2026-01-20 19:39:59.543290,505b24af-ab30-4910-ba55-2e49084c555a,home,desktop,France
405,803,2026-01-27 06:38:13.837175,afe13f28-4fac-45f4-99f5-2ce4bb2a5f36,recommendation,mobile,France
234,920,2026-01-12 05:45:38.870652,64fff265-635a-481d-897b-1e17d0ea6cd9,recommendation,tablet,Germany
753,941,2026-04-08 07:27:27.083042,808ff5df-db3b-427d-84f2-a18d1340dbba,home,mobile,Tunisia
598,698,2025-09-09 09:05:55.171436,f66f3dd4-5d07-4978-9021-155f1feb347c,home,desktop,United States
819,960,2025-05-08 01:46:38.502583,caddeae6-8fce-4389-bc20-1f341c08791e,recommendation,desktop,Canada
912,525,2026-02-04 20:36:08.606243,e7b9f917-5f22-4257-b222-1ef725afd5c0,search,desktop,Algeria
216,639,2026-02-09 12:15:32.443332,530ead1d-7cd4-4750-9409-1df1ddc0a0fe,home,tablet,France
494,501,2025-09-20 23:45:45.679359,3260cce0-f93c-4d80-ab59-012bab2a6557,recommendation,desktop,Spain
946,229,2026-01-17 16:21:38.583604,3feaa31d-2b0b-4669-a7cb-a2d5759b330c,home,tablet,Algeria
941,523,2025-11-25 01:56:30.299222,a481dfc3-ec60-49f2-9601-6df3cc290c4d,search,desktop,Turkey
994,171,2026-04-27 13:23:16.897921,2e53c5e3-dd02-4082-b636-f381596fd707,product_page,tablet,Spain
763,240,2025-12-22 17:56:10.359201,141ad219-c157-42ca-b557-38b473e7ad09,recommendation,mobile,United States
407,847,2025-07-17 09:19:57.467737,eb4585d7-5a3a-4b3f-bdac-412e949651ac,recommendation,desktop,United Kingdom
795,272,2025-10-10 18:37:48.612179,6663682b-d88a-4d9d-a113-fb50f7bb9f03,home,tablet,United States
490,5,2026-04-09 17:26:20.393159,437f74a4-67f5-4e44-ba2e-3d94848cd143,recommendation,mobile,Egypt
318,406,2026-01-24 13:13:00.298678,1c7eeb0c-b43c-4169-a059-165a81cbeda6,home,mobile,United Kingdom
579,937,2026-02-08 02:57:19.463607,e7e60b16-6319-4e85-9e36-a89c0f5f513b,home,tablet,Morocco
60,647,2025-06-07 21:42:18.079265,d463a23d-ca25-4539-bd53-bbf4ea44017b,home,desktop,Algeria
408,552,2025-11-19 03:11:49.501979,a57458d6-dadc-4f63-9444-4619ed67b5df,product_page,tablet,Spain
360,995,2025-08-31 19:08:39.443681,55d5101a-1e7a-4bd6-ad20-f1e0efe50256,home,desktop,Canada
909,838,2025-08-12 00:20:01.377179,b5e06110-854d-4d72-8634-f6dced45984b,home,tablet,Canada
269,283,2025-05-15 14:32:59.443725,45f3fe95-f0b7-490c-80f0-f70cd21d95fa,search,tablet,Tunisia
193,192,2025-05-18 18:53:44.884289,831cdb9d-972e-4dc7-80e4-d150abc41beb,product_page,tablet,Spain
263,532,2025-08-08 07:41:07.320250,a7fa737d-e8db-4206-b7d9-1d9fdcd7f9d6,search,tablet,Spain
110,374,2026-01-30 21:42:56.774503,7f717bfd-94c7-46ad-8e95-05841c1228ad,home,mobile,Tunisia
731,136,2025-06-24 17:25:30.324685,bf73f7d9-e9f1-4ad8-9a01-feebd953b271,search,mobile,Tunisia
342,250,2025-08-27 10:38:38.442435,9ee6589c-fe8e-4357-99a2-526d00bcf2f5,product_page,mobile,Algeria
686,933,2025-09-23 23:54:17.823833,f1efe2c2-a778-4794-b30e-885fd070e3bb,product_page,desktop,United States
654,985,2026-02-09 11:35:12.902411,ec89a183-db7e-45ee-b92c-a396f99532eb,home,tablet,United Kingdom
53,633,2026-04-20 05:29:12.598725,feec3237-b935-44bd-89f3-1b8c56b360ca,product_page,desktop,Algeria
243,306,2026-03-24 13:48:33.137731,1f9a554b-c1b0-4206-ab2f-0da4257440d2,home,mobile,Spain
490,522,2025-12-03 14:31:57.560321,1305a057-b1fc-44c6-bcca-3c0c667b4bc0,search,tablet,Egypt
811,233,2025-06-24 06:42:50.469085,115beb1e-0573-4dd7-8078-94473430512b,home,mobile,Egypt
651,353,2026-03-09 23:15:56.059074,77eda387-a2a5-4c31-93b8-08031f5853fb,product_page,tablet,Morocco
532,342,2025-07-12 01:09:14.364995,5392a0fb-0c49-4778-9680-e4cf91b9c807,home,desktop,France
346,988,2025-08-31 10:00:14.590028,df6019b2-bfe1-413f-8fda-d39009d91db2,product_page,desktop,Germany
374,627,2025-10-23 09:24:16.083705,24767f2f-e465-46bd-b577-b84837c27559,home,desktop,Morocco
290,921,2025-12-31 22:48:33.088078,b548579f-7c2a-4b81-9da0-41e7c0547814,home,desktop,Morocco
700,779,2025-07-08 20:07:24.639971,fc2de055-23e7-4b79-b764-38a6ae572e4d,search,tablet,Turkey
261,90,2026-03-17 21:54:28.934042,d3d75e66-524f-4256-8200-9b963c8adc2a,home,desktop,Spain
134,120,2025-07-01 20:55:49.600200,54e63782-a57b-4b71-9283-dbff7d040724,home,desktop,Spain
124,567,2026-03-22 18:35:28.079022,7da5287f-cdae-474c-8408-883eda40f4f7,search,desktop,Morocco
579,376,2026-04-13 20:53:35.773151,a61df45b-7e3b-46eb-aa4b-854a254282ee,home,tablet,Canada
146,241,2025-09-14 06:09:27.467363,881ee2d8-8340-4d4d-88aa-1b2d1a83d093,product_page,mobile,United States
208,726,2025-07-05 23:49:24.478841,b13a5e48-18b1-4f94-8c73-a95861999003,home,desktop,United States
832,681,2026-03-26 11:18:11.481340,72fa643b-9037-4f0d-b3af-1deb5903ec5c,recommendation,mobile,Germany
673,780,2025-10-27 03:40:45.694161,826ac19b-5fc4-4ac4-96ac-f2218ca9776d,home,desktop,Morocco
848,740,2025-05-17 14:13:19.255656,82adcb0c-5b9a-4d1c-bb76-aa936c181edd,recommendation,mobile,United Kingdom
382,913,2025-09-22 13:51:38.512633,6320fc68-cb67-4ed5-b831-f3fce4c43f2b,home,mobile,Canada
